captureDate,captureTimestampCentral,sourceName,sourceUrl,sourcePublishedDate,sourceRank,sourcePlayerName,sourceTeam,sourcePosition,sourceAge,sourcePlayerId,sourceMlbamId,rawRankType,rawLevel,rawNotes
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,1,Shohei Ohtani,LAD,TWP,31,,,Roto,,pointsRank=1; change=0; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,30,Ketel Marte,AZ,2B,32,,,Roto,,pointsRank=33; change=0; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,31,Yordan Alvarez,HOU,LF,28,,,Roto,,pointsRank=47; change=-5; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,32,Pete Alonso,BAL,1B,31,,,Roto,,pointsRank=31; change=2; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,33,Zach Neto,LAA,SS,24,,,Roto,,pointsRank=39; change=13; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,34,Cristopher Sanchez,PHI,SP,29,,,Roto,,pointsRank=24; change=70; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,35,Pete Crow-Armstrong,CHC,CF,23,,,Roto,,pointsRank=29; change=-17; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,36,Rafael Devers,SF,DH,29,,,Roto,,pointsRank=40; change=-9; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,37,Trea Turner,PHI,SS,32,,,Roto,,pointsRank=37; change=-4; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,38,Riley Greene,DET,LF,25,,,Roto,,pointsRank=43; change=7; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,39,Matt Olson,ATL,1B,31,,,Roto,,pointsRank=44; change=5; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,40,Hunter Greene,CIN,SP,26,,,Roto,,pointsRank=50; change=8; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,41,Bryce Harper,PHI,1B,33,,,Roto,,pointsRank=46; change=-17; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,42,Konnor Griffin,PIT,SS,19,,,Roto,AA,pointsRank=26; change=18; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,43,Jackson Merrill,SD,CF,22,,,Roto,,pointsRank=54; change=-26; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,44,Manny Machado,SD,3B,33,,,Roto,,pointsRank=42; change=-5; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,45,Mookie Betts,LAD,SS,33,,,Roto,,pointsRank=35; change=-22; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,46,CJ Abrams,WSH,SS,25,,,Roto,,pointsRank=45; change=-9; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,47,Eury Perez,MIA,SP,22,,,Roto,,pointsRank=66; change=15; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,48,Cole Ragans,KC,SP,28,,,Roto,,pointsRank=77; change=3; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,49,Mason Miller,SD,RP,27,,,Roto,,pointsRank=78; change=37; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,50,Brent Rooker,ATH,RF,31,,,Roto,,pointsRank=49; change=4; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,51,Kevin McGonigle,DET,SS,21,,,Roto,AA,pointsRank=34; change=51; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,52,Jesus Made,MIL,SS,18,,,Roto,AA,pointsRank=32; change=17; eta=2027
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,53,Leodalis De Vries,OAK,SS,19,,,Roto,AA,pointsRank=41; change=11; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,54,Spencer Schwellenbach,ATL,SP,25,,,Roto,,pointsRank=63; change=2; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,55,Josh Naylor,SEA,1B,28,,,Roto,,pointsRank=59; change=-3; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,56,Bryan Woo,SEA,SP,25,,,Roto,,pointsRank=51; change=17; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,57,Joe Ryan,MIN,SP,29,,,Roto,,pointsRank=53; change=1; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,58,George Kirby,SEA,SP,27,,,Roto,,pointsRank=65; change=1; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,59,Max Fried,NYY,SP,31,,,Roto,,pointsRank=55; change=7; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,60,William Contreras,MIL,C,27,,,Roto,,pointsRank=64; change=16; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,61,Jeremy Pena,HOU,SS,28,,,Roto,,pointsRank=71; change=28; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,62,Austin Riley,ATL,3B,28,,,Roto,,pointsRank=74; change=-33; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,63,Andres Munoz,SEA,RP,26,,,Roto,,pointsRank=93; change=86; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,64,Corey Seager,TEX,SS,31,,,Roto,,pointsRank=84; change=-24; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,65,Seiya Suzuki,CHC,RF,31,,,Roto,,pointsRank=67; change=3; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,66,Sebastian Walcott,TEX,SS,19,,,Roto,AA,pointsRank=38; change=4; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,67,Geraldo Perdomo,AZ,SS,26,,,Roto,,pointsRank=57; change=154; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,68,Bo Bichette,FA,SS,27,,,Roto,,pointsRank=72; change=28; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,69,Freddy Peralta,MIL,SP,29,,,Roto,,pointsRank=61; change=14; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,70,Cody Bellinger,FA,LF,30,,,Roto,,pointsRank=60; change=17; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,71,Alex Bregman,FA,3B,31,,,Roto,,pointsRank=85; change=-14; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,72,Samuel Basallo,BAL,C,21,,,Roto,MLB,pointsRank=48; change=22; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,73,Logan Webb,SF,SP,29,,,Roto,,pointsRank=58; change=-8; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,74,Tyler Soderstrom,ATH,LF,24,,,Roto,,pointsRank=79; change=51; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,75,Jackson Holliday,BAL,2B,22,,,Roto,,pointsRank=69; change=-20; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,76,Spencer Strider,ATL,SP,27,,,Roto,,pointsRank=90; change=-38; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,77,Jarren Duran,BOS,LF,29,,,Roto,,pointsRank=81; change=-36; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,78,Brice Turang,MIL,2B,26,,,Roto,,pointsRank=83; change=106; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,79,Maikel Garcia,KC,3B,25,,,Roto,,pointsRank=68; change=71; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,80,Blake Snell,LAD,SP,33,,,Roto,,pointsRank=107; change=-1; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,81,Michael Busch,CHC,1B,28,,,Roto,,pointsRank=86; change=70; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,82,Jacob deGrom,TEX,SP,37,,,Roto,,pointsRank=75; change=36; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,83,Freddie Freeman,LAD,1B,36,,,Roto,,pointsRank=92; change=-30; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,84,Vinnie Pasquantino,KC,1B,28,,,Roto,,pointsRank=73; change=8; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,85,Chris Sale,ATL,SP,36,,,Roto,,pointsRank=94; change=18; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,86,Chase Burns,CIN,SP,22,,,Roto,,pointsRank=122; change=-4; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,87,Dylan Cease,TOR,SP,29,,,Roto,,pointsRank=82; change=-24; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,88,Ben Rice,NYY,1B,26,,,Roto,,pointsRank=98; change=97; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,89,Jhoan Duran,PHI,RP,27,,,Roto,,pointsRank=114; change=79; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,90,Agustin Ramirez,MIA,C,24,,,Roto,,pointsRank=104; change=105; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,91,Colt Emerson,SEA,SS,20,,,Roto,AAA,pointsRank=62; change=54; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,92,JJ Wetherholt,STL,SS,23,,,Roto,AAA,pointsRank=70; change=35; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,93,Shea Langeliers,ATH,C,28,,,Roto,,pointsRank=99; change=138; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,94,Byron Buxton,MIN,CF,31,,,Roto,,pointsRank=100; change=107; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,95,Edwin Diaz,LAD,RP,31,,,Roto,,pointsRank=116; change=97; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,96,Oneil Cruz,PIT,CF,27,,,Roto,,pointsRank=97; change=-61; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,97,Jesus Luzardo,PHI,SP,28,,,Roto,,pointsRank=76; change=62; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,98,Jordan Westburg,BAL,3B,26,,,Roto,,pointsRank=112; change=-26; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,99,Drake Baldwin,ATL,C,24,,,Roto,,pointsRank=108; change=148; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,100,Tyler Glasnow,LAD,SP,32,,,Roto,,pointsRank=117; change=6; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,101,Lawrence Butler,ATH,RF,25,,,Roto,,pointsRank=103; change=-40; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,102,Andy Pages,LAD,CF,25,,,Roto,,pointsRank=101; change=53; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,103,Jacob Misiorowski,MIL,SP,23,,,Roto,,pointsRank=131; change=-25; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,104,Nolan McLean,NYM,SP,24,,,Roto,MLB,pointsRank=80; change=354; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,105,Bryce Eldridge,SF,1B,21,,,Roto,MLB,pointsRank=87; change=34; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,106,Framber Valdez,FA,SP,32,,,Roto,,pointsRank=89; change=-16; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,107,Kyle Stowers,MIA,LF,27,,,Roto,,pointsRank=126; change=47; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,108,Max Clark,DET,OF,20,,,Roto,AA,pointsRank=88; change=-1; eta=2027
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,109,Randy Arozarena,SEA,LF,30,,,Roto,,pointsRank=110; change=39; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,110,Hunter Goodman,COL,C,26,,,Roto,,pointsRank=113; change=76; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,111,Cade Smith,CLE,RP,26,,,Roto,,pointsRank=141; change=331; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,112,Walker Jenkins,MIN,OF,20,,,Roto,AAA,pointsRank=91; change=5; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,113,Isaac Paredes,HOU,3B,26,,,Roto,,pointsRank=137; change=11; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,114,Michael Harris II,ATL,CF,24,,,Roto,,pointsRank=95; change=-6; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,115,Willy Adames,SF,SS,30,,,Roto,,pointsRank=115; change=27; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,116,Christian Yelich,MIL,LF,34,,,Roto,,pointsRank=123; change=-17; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,117,Luke Keaschall,MIN,2B,23,,,Roto,,pointsRank=167; change=43; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,118,Will Smith,LAD,C,30,,,Roto,,pointsRank=150; change=-34; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,119,Matt Shaw,CHC,3B,24,,,Roto,,pointsRank=118; change=3; eta=
